운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,급속충전량,비고,주소2
GS칼텍스,대덕밸리주유소,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대덕대로 938GS칼텍스 대덕밸리주유소(화암동 119-2),24시간 이용가능,제한없음,,, 대덕대로 938GS칼텍스 대덕밸리주유소(화암동 119-2)
GS칼텍스,대덕밸리주유소,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 대덕대로 938GS칼텍스 대덕밸리주유소(화암동 119-2),24시간 이용가능,제한없음,,, 대덕대로 938GS칼텍스 대덕밸리주유소(화암동 119-2)
GS칼텍스,덕명주유소,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 현충원로 283덕명주유소,24시간 이용가능,제한없음,,, 현충원로 283덕명주유소
GS칼텍스,덕명주유소,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 현충원로 283덕명주유소,24시간 이용가능,제한없음,,, 현충원로 283덕명주유소
GS칼텍스,상서주유소,1,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로 484GS칼텍스 상서주유소(상서동 440),24시간 이용가능,제한없음,,, 신탄진로 484GS칼텍스 상서주유소(상서동 440)
GS칼텍스,상서주유소,2,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 신탄진로 484GS칼텍스 상서주유소(상서동 440),24시간 이용가능,제한없음,,, 신탄진로 484GS칼텍스 상서주유소(상서동 440)
GS칼텍스,서대전충전소,1,DC콤보,대전광역시,중구 ,대전광역시 중구 오류로 63GS칼텍스 서대전LPG충전소(오류동 182-1),24시간 이용가능,제한없음,,,오류로 63GS칼텍스 서대전LPG충전소(오류동 182-1)
GS칼텍스,서대전충전소,2,DC콤보,대전광역시,중구 ,대전광역시 중구 오류로 63GS칼텍스 서대전LPG충전소(오류동 182-1),24시간 이용가능,제한없음,,,오류로 63GS칼텍스 서대전LPG충전소(오류동 182-1)
GS칼텍스,유성온천주유소,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 도안대로 583GS칼텍스 유성온천주유소(554-6 유성온천주유소),24시간 이용가능,제한없음,,, 도안대로 583GS칼텍스 유성온천주유소(554-6 유성온천주유소)
GS칼텍스,유성온천주유소,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 도안대로 583GS칼텍스 유성온천주유소(554-6 유성온천주유소),24시간 이용가능,제한없음,,, 도안대로 583GS칼텍스 유성온천주유소(554-6 유성온천주유소)
GS칼텍스,정다운주유소,1,DC콤보,대전광역시,유성구 ,대전광역시 유성구 북유성대로 51GS칼텍스 정다운주유소(107-7 월드컵주유소),24시간 이용가능,제한없음,,, 북유성대로 51GS칼텍스 정다운주유소(107-7 월드컵주유소)
GS칼텍스,정다운주유소,2,DC콤보,대전광역시,유성구 ,대전광역시 유성구 북유성대로 51GS칼텍스 정다운주유소(107-7 월드컵주유소),24시간 이용가능,제한없음,,, 북유성대로 51GS칼텍스 정다운주유소(107-7 월드컵주유소)
GS칼텍스,정림주유소,1,DC콤보,대전광역시,서구 ,대전광역시 서구 계백로 1271GS칼텍스 정림주유소(정림동 293-4),24시간 이용가능,제한없음,,,계백로 1271GS칼텍스 정림주유소(정림동 293-4)
GS칼텍스,정림주유소,2,DC콤보,대전광역시,서구 ,대전광역시 서구 계백로 1271GS칼텍스 정림주유소(정림동 293-4),24시간 이용가능,제한없음,,,계백로 1271GS칼텍스 정림주유소(정림동 293-4)
GS칼텍스,톨게이트주유소,1,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 동서대로 1762주유소 출구,24시간 이용가능,제한없음,,, 동서대로 1762주유소 출구
GS칼텍스,톨게이트주유소,2,DC콤보,대전광역시,대덕구 ,대전광역시 대덕구 동서대로 1762주유소 출구,24시간 이용가능,제한없음,,, 동서대로 1762주유소 출구
제주전기자동차서비스,강남상사,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 진잠로124번길 15-3,09:00~18:00,제한없음,,, 진잠로124번길 15-3
제주전기자동차서비스,강남상사,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 진잠로124번길 15-3,09:00~18:00,제한없음,,, 진잠로124번길 15-3
제주전기자동차서비스,남대전장례식장,1,AC완속,대전광역시,동구 ,대전광역시 동구 산서로1660번길 142,09:00~18:00,제한없음,,,산서로1660번길 142
제주전기자동차서비스,남대전장례식장,2,AC완속,대전광역시,동구 ,대전광역시 동구 산서로1660번길 142,09:00~18:00,제한없음,,,산서로1660번길 142
제주전기자동차서비스,다해자동차공업사,1,AC완속,대전광역시,서구 ,대전광역시 서구 계룡로232번길 163,09:00~18:00,제한없음,,,계룡로232번길 163
제주전기자동차서비스,다해자동차공업사,2,AC완속,대전광역시,서구 ,대전광역시 서구 계룡로232번길 163,09:00~18:00,제한없음,,,계룡로232번길 163
제주전기자동차서비스,대전동부요양병원,1,AC완속,대전광역시,동구 ,대전광역시 동구 동부로 150,09:00~18:00,제한없음,,,동부로 150
제주전기자동차서비스,대전동부요양병원,2,AC완속,대전광역시,동구 ,대전광역시 동구 동부로 150,09:00~18:00,제한없음,,,동부로 150
제주전기자동차서비스,동현카서비스,1,AC완속,대전광역시,중구 ,대전광역시 중구 보문로 75(부사동 147-11),24시간 이용가능,제한없음,,,보문로 75(부사동 147-11)
제주전기자동차서비스,로또모텔,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 대정로 20,09:00~18:00,제한없음,,, 대정로 20
제주전기자동차서비스,로또모텔,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 대정로 20,09:00~18:00,제한없음,,, 대정로 20
제주전기자동차서비스,미성카프렌드,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 장대동 325-1,24시간 이용가능,제한없음,,, 장대동 325-1
제주전기자동차서비스,미성카프렌드,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 장대동 325-1,24시간 이용가능,제한없음,,, 장대동 325-1
제주전기자동차서비스,복흥기업,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 계룡로74번길 74,09:00~18:00,제한없음,,, 계룡로74번길 74
제주전기자동차서비스,복흥기업,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 계룡로74번길 74,09:00~18:00,제한없음,,, 계룡로74번길 74
제주전기자동차서비스,쉐보레서대전서비스센터,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 계백로 809,09:00~18:00,제한없음,,, 계백로 809
제주전기자동차서비스,쉐보레서대전서비스센터,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 계백로 809,09:00~18:00,제한없음,,, 계백로 809
제주전기자동차서비스,아성전기조명,1,AC완속,대전광역시,중구 ,대전광역시 중구 인창로 4,09:00~18:00,제한없음,,,인창로 4
제주전기자동차서비스,아성전기조명,2,AC완속,대전광역시,중구 ,대전광역시 중구 인창로 4,09:00~18:00,제한없음,,,인창로 4
제주전기자동차서비스,애니카랜드 관저점,1,AC완속,대전광역시,서구 ,대전광역시 서구 관저중로80번길 39,09:00~18:00,제한없음,,,관저중로80번길 39
제주전기자동차서비스,애니카랜드 관저점,2,AC완속,대전광역시,서구 ,대전광역시 서구 관저중로80번길 39,09:00~18:00,제한없음,,,관저중로80번길 39
제주전기자동차서비스,유성호텔,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 9,24시간 이용가능,제한없음,,, 온천로 9
제주전기자동차서비스,유성호텔,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 온천로 9,24시간 이용가능,제한없음,,, 온천로 9
제주전기자동차서비스,이서방묵집,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 관용로 52(관평동 542-22),24시간 이용가능,제한없음,,, 관용로 52(관평동 542-22)
제주전기자동차서비스,이서방묵집,2,AC완속,대전광역시,유성구 ,대전광역시 유성구 관용로 52(관평동 542-22),24시간 이용가능,제한없음,,, 관용로 52(관평동 542-22)
제주전기자동차서비스,창운교통,1,AC완속,대전광역시,서구 ,대전광역시 서구 계백로 1400,09:00~18:00,제한없음,,,계백로 1400
제주전기자동차서비스,창운교통,2,AC완속,대전광역시,서구 ,대전광역시 서구 계백로 1400,09:00~18:00,제한없음,,,계백로 1400
제주전기자동차서비스,청운카센터,1,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 덕암로 203번길 9(덕암동 59-7),24시간 이용가능,제한없음,,, 덕암로 203번길 9(덕암동 59-7)
제주전기자동차서비스,청운카센터,2,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 덕암로 203번길 9(덕암동 59-7),24시간 이용가능,제한없음,,, 덕암로 203번길 9(덕암동 59-7)
제주전기자동차서비스,카리브모텔,1,AC완속,대전광역시,중구 ,대전광역시 중구 문창로98번길 31,09:00~18:00,제한없음,,,문창로98번길 31
제주전기자동차서비스,카리브모텔,2,AC완속,대전광역시,중구 ,대전광역시 중구 문창로98번길 31,09:00~18:00,제한없음,,,문창로98번길 31
제주전기자동차서비스,타워코리아나,1,AC완속,대전광역시,유성구 ,대전광역시 유성구 대덕대로 594(타워코리아나 주상복합),입주민전용 09:00~18:00,제한없음,,, 대덕대로 594(타워코리아나 주상복합)
제주전기자동차서비스,태영이앤씨,1,AC완속,대전광역시,중구 ,대전광역시 중구 대종로 625,09:00~18:00,제한없음,,,대종로 625
제주전기자동차서비스,태영이앤씨,2,AC완속,대전광역시,중구 ,대전광역시 중구 대종로 625,09:00~18:00,제한없음,,,대종로 625
제주전기자동차서비스,한국타이어 대전공장,1,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,2,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,3,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,4,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,5,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,6,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,7,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,8,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,9,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한국타이어 대전공장,10,AC완속,대전광역시,대덕구 ,대전광역시 대덕구 대덕대로1447번길 40,24시간 이용가능,제한없음,,, 대덕대로1447번길 40
제주전기자동차서비스,한터,1,AC완속,대전광역시,서구 ,대전광역시 서구 삼보실길 123,24시간 이용가능,제한없음,,,삼보실길 123
제주전기자동차서비스,한터,2,AC완속,대전광역시,서구 ,대전광역시 서구 삼보실길 123,24시간 이용가능,제한없음,,,삼보실길 123
제주전기자동차서비스,행복한집,1,AC완속,대전광역시,서구 ,대전광역시 서구 신갈마로 242,09:00~18:00,제한없음,,,신갈마로 242
제주전기자동차서비스,호수유치원,1,AC완속,대전광역시,중구 ,대전광역시 중구 동서대로1365번길 13,09:00~18:00,제한없음,,,동서대로1365번길 13
제주전기자동차서비스,호수유치원,2,AC완속,대전광역시,중구 ,대전광역시 중구 동서대로1365번길 13,09:00~18:00,제한없음,,,동서대로1365번길 13
제주전기자동차서비스,호크마영재캠퍼스,1,AC완속,대전광역시,동구 ,대전광역시 동구 태전로104번길 51,09:00~18:00,제한없음,,,태전로104번길 51
